2752869,Cyclic motility in canine colon: responses to feeding and perfusion.,Animals;Colon;Dogs;Eating;Fasting;Female;Gastrointestinal Contents;Gastrointestinal Motility;Perfusion;Pressure
2748345,Nucleotide sequence of a second glutamine tRNA gene in wheat mitochondrial DNA.,"Base Sequence;DNA, Mitochondrial;Molecular Sequence Data;RNA, Transfer, Amino Acid-Specific;RNA, Transfer, Glu;Triticum"
2783413,Immunophenotypic similarities of mediastinal clear-cell lymphoma and sinusoidal (monocytoid) B cells.,"Antibodies, Monoclonal;Antigens, Differentiation, T-Lymphocyte;B-Lymphocytes;Humans;Lymph Nodes;Lymphoma;Mediastinal Neoplasms;Phenotype"
2784050,Failure of cimetidine prophylaxis in neurosurgery.,"Acute Disease;Adolescent;Adult;Aged;Aged, 80 and over;Brain Diseases;Cimetidine;Drug Evaluation;Female;Gastrointestinal Hemorrhage;Humans;Male;Middle Aged;Peptic Ulcer;Peptic Ulcer Perforation;Postoperative Complications;Premedication;Risk Factors;Stress, Physiological"
2775172,Characterization of embryo globulins encoded by the maize Glb genes.,"Amino Acid Sequence;Amino Acids;Globulins;Molecular Sequence Data;Receptors, Concanavalin A;Seeds;Zea mays"
2780551,Melittin binding causes a large calcium-dependent conformational change in calmodulin.,Animals;Bee Venoms;Brain;Calcium;Calmodulin;Cattle;Kinetics;Magnesium;Melitten;Protein Binding;Protein Conformation;X-Ray Diffraction
2784101,Contrasting ability of antiestrogens to inhibit MCF-7 growth stimulated by estradiol or epidermal growth factor.,"Breast Neoplasms;Cell Line;DNA, Neoplasm;Dose-Response Relationship, Drug;Epidermal Growth Factor;Estradiol;Estrogen Antagonists;Female;Humans;Mitosis;Polyunsaturated Alkamides;Tamoxifen;Time Factors"
2814112,"[Retroperitoneal liposarcoma. Clinical aspects, diagnosis, therapy and prognosis].","Aged;Female;Humans;Liposarcoma;Male;Middle Aged;Neoplasm Recurrence, Local;Reoperation;Retroperitoneal Neoplasms"
2808446,A parametric study of the force/moment systems produced by T-loop retraction springs.,"Computer Simulation;Equipment Design;Orthodontic Appliances;Stress, Mechanical;Surface Properties;Tooth Movement Techniques"
2808302,"Cloning, expression, and regulation of the Pseudomonas cepacia protocatechuate 3,4-dioxygenase genes.","Chromosome Mapping;Chromosomes, Bacterial;Cloning, Molecular;Gene Expression;Gene Expression Regulation, Bacterial;Gene Expression Regulation, Enzymologic;Genes, Bacterial;Genetic Vectors;Genotype;Macromolecular Substances;Mutation;Oxygenases;Protocatechuate-3,4-Dioxygenase;Pseudomonas;Restriction Mapping;Species Specificity"
2810696,[The influence of endotracheal tube size on the airway flow resistance and work in infants analyzed using a simulation technique].,"Aging;Airway Resistance;Child, Preschool;Humans;Infant;Intubation, Intratracheal;Work of Breathing"
2808104,Possible association of vitamin A deficiency with displacement of the abomasum in dairy heifers.,Abomasum;Animal Feed;Animals;Cattle;Cattle Diseases;Female;Pregnancy;Pregnancy Complications;Stomach Diseases;Vitamin A;Vitamin A Deficiency
2835087,Methionine-90-spin-labeled bovine alpha-lactalbumin: electron spin resonance and NMR distance measurements.,Animals;Calcium;Cattle;Cyclic N-Oxides;Electron Spin Resonance Spectroscopy;Gadolinium;Lactalbumin;Magnetic Resonance Spectroscopy;Methionine;Protein Conformation;Spin Labels
2842070,Characterization of cpd-1 and cpd-2 mutants which affect the activity of orthophosphate regulated cyclic phosphodiesterase in Neurospora.,"2',3'-Cyclic-Nucleotide Phosphodiesterases;Cyclic AMP;Cyclic GMP;Genes, Fungal;Mutation;Neurospora;Neurospora crassa;Phosphates"
2843260,"[Establishment of a T lymphoid cell line producing a retrovirus of HTLV-I type, from peripheral blood of a patient with tropical spastic paraparesis].","Antigens, Viral, Tumor;Cell Line;DNA, Viral;Deltaretrovirus;Female;Humans;Microscopy, Electron;Muscle Spasticity;Paralysis;T-Lymphocytes"
2839925,Experimental transmission of bovine leukosis virus by simulated rectal palpation.,"Animals;Antibodies, Viral;Antigens, Viral;Cattle;Cattle Diseases;Female;Insemination, Artificial;Leukemia;Leukemia Virus, Bovine;Male;Palpation;Pregnancy;Pregnancy Tests;Rectum"
2843373,Studies on the effect of stigmatellin derivatives on cytochrome b and the Rieske iron-sulfur cluster of cytochrome c reductase from bovine heart mitochondria.,"Animals;Cattle;Chemical Phenomena;Chemistry;Cytochrome Reductases;Cytochrome b Group;Electron Spin Resonance Spectroscopy;Electron Transport Complex III;Iron-Sulfur Proteins;Metalloproteins;Mitochondria, Heart;NADH Dehydrogenase;Oxidation-Reduction;Polyenes"
2869303,"Isolation of retroviruses from two patients with ""common variable"" hypogammaglobulinaemia.","Adolescent;Agammaglobulinemia;Bronchitis;Deltaretrovirus;Female;Hepatitis C;Herpes Zoster;Humans;Iatrogenic Disease;Immunization, Passive;Injections, Intravenous;Male;Pneumonia, Pneumocystis"
2871395,"Radiotherapy, endotoxaemia, and nausea.",Female;Humans;Lipopolysaccharides;Nausea;Uterine Cervical Neoplasms
2873537,"Ionic regulation of the binding of DL-2-amino-7-phosphono-[4,5-3H]heptanoic acid to synaptosome-enriched homogenates of rat cerebral cortex.","2-Amino-5-phosphonovalerate;Amino Acids;Animals;Binding Sites;Calcium;Cerebral Cortex;Chlorides;Freezing;Glutamates;Glutamic Acid;Male;Rats;Rats, Inbred Strains;Synaptosomes"
2866309,"Selenium deficiency, cystic fibrosis, and pancreatic cancer.",Adult;Antioxidants;Child;Cystic Fibrosis;Humans;Pancreatic Neoplasms;Pancreatitis;Selenium
2867469,The epidemiology of ipecac abuse.,Female;Humans;Hyperphagia;Ipecac;Male;Substance-Related Disorders;United States
2894780,Differential memory function with dopaminergic versus anticholinergic treatment of drug-induced extrapyramidal symptoms.,"Adult;Amantadine;Antipsychotic Agents;Cerebral Ventricles;Clinical Trials as Topic;Dilatation, Pathologic;Double-Blind Method;Female;Humans;Male;Memory;Middle Aged;Parkinson Disease, Secondary;Psychological Tests;Schizophrenia;Tomography, X-Ray Computed;Trihexyphenidyl;Verbal Learning"
2896695,Epidemiology of resistance among gram-positive bacteria: with special reference to staphylococcal infections.,"Cross Infection;Denmark;Drug Resistance, Microbial;Humans;Penicillin Resistance;Staphylococcal Infections;Staphylococcus Phages;Staphylococcus aureus"
2897153,"Differential effects on gastrointestinal activity after intrathecal morphine, sufentanil and alfentanil in rats.","Alfentanil;Analgesics, Opioid;Animals;Female;Fentanyl;Gastrointestinal Motility;Injections, Spinal;Injections, Subcutaneous;Male;Morphine;Naloxone;Rats;Rats, Inbred Strains;Sufentanil"
2894905,Changes in serum enzymes in moderate drinkers after an alcohol challenge.,Adult;Alanine Transaminase;Alcoholism;Alkaline Phosphatase;Aspartate Aminotransferases;Cholinesterases;Ethanol;Female;Humans;Kinetics;L-Lactate Dehydrogenase;Male;Middle Aged;gamma-Glutamyltransferase
2897588,Europe's doctors after 1992.,England;Europe;European Union;Humans;Ireland;Physicians;State Medicine
2928923,Huge meningioma in a child.,"Age Factors;Child;Humans;Male;Meningeal Neoplasms;Meningioma;Tomography, X-Ray Computed"
2933044,Kinetics of conjugation and oxidation of nitrobenzyl alcohols by rat hepatic enzymes.,"Alcohol Dehydrogenase;Alcohol Oxidoreductases;Animals;Benzyl Alcohols;Benzyl Compounds;Glucuronosyltransferase;In Vitro Techniques;Kinetics;Liver;Male;Oxidation-Reduction;Rats;Rats, Inbred F344;Toluene"
2929279,Fracture patterns in two types of autosomal-dominant osteopetrosis.,"Adolescent;Adult;Aged;Child;Female;Fractures, Spontaneous;Genes, Dominant;Humans;Male;Middle Aged;Osteopetrosis;Radiography"
2926292,Thermographic imaging of myofascial trigger points.,Humans;Myofascial Pain Syndromes;Thermography
2933948,Doppler evaluation of left ventricular diastolic filling in children with systemic hypertension.,Adolescent;Cardiomegaly;Child;Diastole;Doppler Effect;Echocardiography;Female;Humans;Hypertension;Male;Myocardial Contraction
2955272,[Blood lead burden of the population in the area of an accumulator factory--a field study of the Kassel city public health office].,"Adolescent;Adult;Child;Environmental Pollutants;Female;Germany, West;Humans;Lead;Lead Poisoning;Male"
2954823,High-dose medroxyprogesterone acetate in combination with vindesine in advanced breast cancer.,Adult;Aged;Antineoplastic Combined Chemotherapy Protocols;Breast Neoplasms;Drug Evaluation;Female;Humans;Medroxyprogesterone;Medroxyprogesterone Acetate;Middle Aged;Vindesine
2958600,Effect of osmotic shock and shearing forces on ferric enterochelin transport in Escherichia coli K12.,Biological Transport;Cations;Enterobactin;Escherichia coli;Iron Radioisotopes;Osmotic Pressure;Radioisotope Dilution Technique;Serine
2959843,Molecular genetic analysis of the pyr-4 gene of Neurospora crassa.,"Amino Acid Sequence;Base Sequence;Carboxy-Lyases;Gene Expression Regulation;Genes;Genes, Fungal;Molecular Sequence Data;Neurospora;Neurospora crassa;Nucleic Acid Conformation;Orotidine-5'-Phosphate Decarboxylase;Transcription, Genetic"
2960400,Monoclonal antibody against a nuclear matrix antigen in proliferating human cells.,"Antibodies, Monoclonal;Antigens, Nuclear;Autoantigens;Cell Division;Cell Line;Cell Nucleus;Fluorescent Antibody Technique;Humans;Immunoglobulin G;Nuclear Proteins;Peptides"
2990982,Control of locomotion in marine mollusc--Clione limacina. V. Photoinactivation of efferent neurons.,"Animals;Ganglia;In Vitro Techniques;Interneurons;Light;Locomotion;Mollusca;Neurons, Efferent;Periodicity;Synaptic Transmission"
2985439,The platelet activation induced by wheat germ agglutinin.,Aminoquinolines;Blood Platelets;Bucladesine;Calcium;Chlortetracycline;Diglycerides;Gallic Acid;Humans;Lectins;Phosphates;Phosphatidylinositols;Phosphorylation;Serotonin;Sulfonamides;Wheat Germ Agglutinins
2988567,"Inhibition of human platelet aggregation by dihydropyrano- and dihydrofuranocoumarins, a new class of cAMP-phosphodiesterase inhibitors.","3',5'-Cyclic-AMP Phosphodiesterases;Adenosine Diphosphate;Coumarins;Furans;Humans;Kinetics;Platelet Aggregation;Pyrans"
2993517,Phosphorylation of microtubule-associated protein 2 at distinct sites by calmodulin-dependent and cyclic-AMP-dependent kinases.,"Animals;Calcium-Calmodulin-Dependent Protein Kinases;Cytoskeleton;Female;Microtubule-Associated Proteins;Microtubules;Phosphopeptides;Phosphorylation;Protein Kinases;Rats;Rats, Inbred Strains"
2984667,Molecular genetics of a transposon-induced dominant mutation in the Drosophila locus Glued.,"Alleles;Animals;DNA Transposable Elements;Drosophila melanogaster;Genes, Dominant;Mutation;Transcription, Genetic"
3023451,Platelet-activating factor. A potent chemotactic and chemokinetic factor for human eosinophils.,"Cell Movement;Chemotactic Factors;Chemotactic Factors, Eosinophil;Eosinophils;Humans;In Vitro Techniques;Leukotriene B4;Platelet Activating Factor"
3019674,Functional analysis of the 5' flanking sequence of a vaccinia virus late gene.,"Acetyltransferases;Animals;B-Lymphocytes;Base Sequence;Cell Line;Chloramphenicol O-Acetyltransferase;Chlorocebus aethiops;DNA Restriction Enzymes;DNA, Recombinant;DNA-Directed RNA Polymerases;Genes;Genes, Bacterial;Genes, Regulator;Genes, Viral;Humans;Kidney;Plasmids;Thymidine Kinase;Transcription, Genetic;Vaccinia virus"
3022206,Properties and functions of GABA-induced responses in turtle photoreceptors.,"Animals;Cell Separation;Chlorides;Cobalt;GABA Antagonists;Membrane Potentials;Photic Stimulation;Photoreceptor Cells;Receptors, GABA-A;Retinal Pigments;Turtles;Visual Pathways;gamma-Aminobutyric Acid"
3017822,Cytobiochemical studies of liver parenchyma in experimental histamine shock.,Adenosine Triphosphatases;Anaphylaxis;Animals;Carboxylesterase;Carboxylic Ester Hydrolases;Guinea Pigs;Isocitrate Dehydrogenase;L-Lactate Dehydrogenase;Liver;Pyrophosphatases;Succinate Dehydrogenase;Thiamine Pyrophosphatase
3021790,Inhibition of mammalian collagenases by thiol-containing peptides.,"Animals;Collagen;Microbial Collagenase;Neoplasms, Experimental;Peptide Fragments;Rabbits;Stereoisomerism;Structure-Activity Relationship;Sulfhydryl Compounds;Swine;Synovial Membrane"
3052964,Anti-idiotypic antibodies in autoimmune diseases.,"Animals;Arthritis, Rheumatoid;Autoimmune Diseases;Cryoglobulinemia;Humans;Immunoglobulin Idiotypes;Lupus Erythematosus, Systemic;Myasthenia Gravis"
3050321,[Changes in the renin-aldosterone axis in systemic lupus erythematosus].,"Adolescent;Adult;Aldosterone;Female;Furosemide;Humans;Kidney Function Tests;Lupus Erythematosus, Systemic;Male;Middle Aged;Renin;Renin-Angiotensin System"
3048089,Management of urinary tract infections.,Adult;Anti-Bacterial Agents;Female;Humans;Male;Urinary Tract Infections
3044806,Complement-mediated cytotoxic effects of islet cell surface antibodies in non-diabetic subjects with antecedent mumps infection and diabetic risk.,"Adolescent;Adult;Animals;Antibodies;Cell Membrane;Child;Cytotoxicity, Immunologic;Diabetes Mellitus, Type 1;Female;Humans;Insulin;Insulin Secretion;Islets of Langerhans;Male;Middle Aged;Mumps;Rats;Rats, Inbred Strains"
3046953,Effect of bromelain on kaolin-induced inflammation in rats.,"Animals;Bradykinin;Bromelains;Exudates and Transudates;Immunoenzyme Techniques;Inflammation;Injections, Intravenous;Kaolin;Lysine Carboxypeptidase;Male;Prekallikrein;Rats;Rats, Inbred Strains"
3082564,Nutritional assessment of the neonate.,"Anthropometry;Child Development;Dietary Proteins;Embryonic and Fetal Development;Energy Intake;Female;Fetal Growth Retardation;Humans;Infant Nutritional Physiological Phenomena;Infant, Newborn;Pregnancy;Pregnancy in Diabetics;Protein-Energy Malnutrition"
3077341,The effect of dentin conditioning on bond strength of dentin-adhesives.,"Acid Etching, Dental;Adhesives;Animals;Cattle;Composite Resins;Dental Bonding;Dentin"
3081358,Noradrenergic-serotonergic interactions and nociception in the rat.,"5,7-Dihydroxytryptamine;Animals;Benzylamines;Hydroxydopamines;Male;Methoxydimethyltryptamines;Nociceptors;Norepinephrine;Oxidopamine;Rats;Rats, Inbred Strains;Reaction Time;Serotonin"
3081915,Striatally-mediated response of some structurally rigid analogues of dopamine.,"Adenylyl Cyclases;Animals;Corpus Striatum;Dopamine;Hydroxydopamines;Male;Oxidopamine;Rats;Rats, Inbred Strains;Spiperone;Stereotyped Behavior"
3082933,Plasma cholesterol metabolism in end-stage renal disease. Difference between treatment by hemodialysis or peritoneal dialysis.,"Apolipoprotein A-I;Apolipoprotein A-II;Apolipoproteins;Apolipoproteins A;Apolipoproteins B;Apolipoproteins D;Apolipoproteins E;Cells, Cultured;Cholesterol;Cholesterol Esters;Humans;Kidney Failure, Chronic;Lipoproteins, LDL;Lipoproteins, VLDL;Peritoneal Dialysis, Continuous Ambulatory;Renal Dialysis;Triglycerides"
3111809,A key to the literature of total parenteral nutrition: update 1987.,"Bibliographies as Topic;Humans;Parenteral Nutrition, Total"
3113402,Characterization of hepatic and pulmonary cytochromes P-450 in 3-methylcholanthrene-treated hamsters.,Animals;Biotransformation;Catalysis;Cricetinae;Cytochrome P-450 Enzyme System;Enzyme Induction;Liver;Lung;Male;Mesocricetus;Methylcholanthrene;NADPH-Ferrihemoprotein Reductase
3113717,Small round blue cell sarcoma of bone mimicking atypical Ewing's sarcoma with neuroectodermal features. An analysis of five cases with immunohistochemical and electron microscopic support.,"Antibodies, Monoclonal;Antigens, Differentiation, T-Lymphocyte;Antigens, Surface;Bone Neoplasms;Glycogen;Histocytochemistry;Immunologic Techniques;Microscopy, Electron;Microscopy, Electron, Scanning;Neuroblastoma;Neuroectodermal Tumors, Primitive, Peripheral;Peripheral Nervous System Neoplasms;Phosphopyruvate Hydratase;Sarcoma, Ewing"
3108226,Follicle stimulating hormone pattern and luteal function in ewes receiving bovine follicular fluid during three stages of the estrous cycle.,Animals;Cattle;Corpus Luteum;Estrus;Female;Follicle Stimulating Hormone;Luteinizing Hormone;Ovarian Follicle;Progesterone;Sheep
3107179,Prolonged survival of intraportal versus subrenal capsular transplanted islet allografts.,"Animals;Diabetes Mellitus, Experimental;Graft Rejection;Graft Survival;Islets of Langerhans Transplantation;Kidney;Liver Circulation;Male;Mice;Mice, Inbred Strains;Portal Vein;Time Factors;Transplantation Immunology;Transplantation, Homologous"
3139762,Identification of mouse J chain in human IgM produced by an electrofusion-derived mouse-human heterohybridoma.,"Animals;Antibodies, Monoclonal;Binding Sites, Antibody;Cell Fusion;Cross Reactions;Electrophoresis, Polyacrylamide Gel;Humans;Hybridomas;Immunoblotting;Immunoglobulin J-Chains;Immunoglobulin M;Lipopolysaccharides;Mice"
3142634,The use of noxythiolin (Noxyflex 'S') as an antiseptic irrigant in upper urinary tract drainage following percutaneous nephrolithotomy.,"Adolescent;Adult;Aged;Bacteriuria;Clinical Trials as Topic;Double-Blind Method;Drainage;Female;Humans;Kidney Calculi;Male;Middle Aged;Nephrostomy, Percutaneous;Noxythiolin;Postoperative Complications;Therapeutic Irrigation;Thiourea"
3142603,Risk factors for persistent diarrhoea.,"Acute Disease;Anti-Bacterial Agents;Breast Feeding;Child, Preschool;Chronic Disease;Dehydration;Diarrhea;Feces;Hospitalization;Humans;Infant;Infant, Newborn;Nutrition Disorders;Respiratory Tract Infections;Retrospective Studies;Risk Factors;Seasons;Vitamin A Deficiency"
3143337,[Pericardial hemolymphangioma. Apropos of a case].,Adult;Hemangioma;Humans;Lymphangioma;Male;Mediastinal Neoplasms;Pericardium
3136434,TrophAmine.,"Amino Acids;Electrolytes;Energy Intake;Glucose;Humans;Infant, Newborn;Infant, Premature;Nitrogen;Parenteral Nutrition;Parenteral Nutrition Solutions;Solutions"
3164212,A comparative analysis of the Class III malocclusion with and without an anterior mandibular displacement on closure.,"Adolescent;Cephalometry;Child;Facial Bones;Female;Follow-Up Studies;Humans;Incisor;Male;Malocclusion;Malocclusion, Angle Class III;Mandible;Prognathism;Retrospective Studies;Time Factors"
3168720,Color vision testing with a computer graphics system: preliminary results.,Adult;Color Perception Tests;Computer Graphics;Diabetic Retinopathy;Female;Humans;Male
3167698,Intramuscular substrate depletion and fatigability of soleus grafts in rats.,"Animals;Female;Glycogen;Muscle Contraction;Muscles;Rats;Rats, Inbred Strains;Triglycerides"
3168724,The effect of choroidal congestion in retinal pigment epithelium function and the electroretinogram.,Animals;Choroid;Electroretinography;Ligation;Pigment Epithelium of Eye;Rabbits;Uveal Diseases;Veins
3164358,Structural variation in labial dentin and lingual dentin in the rat incisor.,"Animals;Dentin;Incisor;Male;Maxilla;Rats;Rats, Inbred Strains"
3201858,[Self-mutilation of the penis as an emergency surgical condition].,Aged;Emergencies;Humans;Male;Penis;Self Mutilation
3201562,[Severe infectious purpura in children. Apropos of 60 cases].,"Adolescent;Child;Child, Preschool;Female;Humans;Infant;Male;Prognosis;Purpura;Retrospective Studies;Sepsis;Shock, Septic;Tunisia"
3201016,A stochastic two-stage model for cancer risk assessment. I. The hazard function and the probability of tumor.,"Carcinogens;Cocarcinogenesis;Humans;Models, Statistical;Neoplasms;Risk;Stochastic Processes"
3198470,Weak low frequency electromagnetic fields and chick embryogenesis: failure to reproduce positive findings.,Animals;Cell Differentiation;Chick Embryo;Electromagnetic Fields;Electromagnetic Phenomena;Embryonic Induction;Statistics as Topic
3198146,"Sexual dimorphism on the immune responses of the snake, Psammophis sibilans.","Animals;Antibody Formation;Dose-Response Relationship, Immunologic;Erythrocytes;Female;Lymphocyte Activation;Male;Mitogens;Rosette Formation;Sex Characteristics;Snakes;Spleen"
3231289,[Data processing in neurophysiology: an automatic program for the assessment of dual stimulus responses in somatosensory evoked potentials].,"Electric Stimulation;Evoked Potentials, Somatosensory;Humans;Peripheral Nerves;Signal Processing, Computer-Assisted;Software;Somatosensory Cortex"
3233224,[Effect of the structure of oligonucleotide substrates on interaction with methylase Eco dam].,"Base Sequence;Electrophoresis, Polyacrylamide Gel;Methylation;Methyltransferases;Nucleic Acid Conformation;Oligodeoxyribonucleotides;Site-Specific DNA-Methyltransferase (Adenine-Specific);Substrate Specificity"
3233562,Vision screening.,Child;Female;Humans;Male;School Health Services;School Nursing;Vision Screening
3231960,Electrophysiological findings in childhood spinal muscular atrophies.,"Adolescent;Child;Child, Preschool;Electromyography;Humans;Infant;Infant, Newborn;Membrane Potentials;Motor Neurons;Muscular Atrophy, Spinal;Spinal Muscular Atrophies of Childhood"
3226151,A multipurpose vertical holeboard with automated recording of spatial and temporal response patterns for rodents.,"Animals;Appetite;Conditioning, Operant;Dextroamphetamine;Exploratory Behavior;Male;Rats;Rats, Inbred Strains;Research Design;Stereotyped Behavior"
3263073,Early events in target-cell lysis by cytotoxic T cells.,"Animals;Benzofurans;Calcium;Cell Line;Cytotoxicity, Immunologic;Fluorescent Dyes;Fura-2;Indoles;Kinetics;Mice;Microscopy, Fluorescence;Signal Transduction;Spectrometry, Fluorescence;T-Lymphocytes, Cytotoxic"
3258881,Frequencies of IL-2- and IL-4-secreting T cells in naive and antigen-stimulated lymphocyte populations.,"Animals;Antigens;Cells, Cultured;Hemocyanins;Interleukin-2;Interleukin-4;Interleukins;Leukocyte Count;Lymph Nodes;Lymphocyte Activation;Mice;Mice, Inbred A;Spleen;T-Lymphocytes"
3257285,Head and neck malignancies in children: an age-incidence study.,"Age Factors;Child;Child, Preschool;Female;Head and Neck Neoplasms;Histiocytosis, Langerhans-Cell;Humans;Infant;Infant, Newborn;Langerhans Cells;Lymphoma;Male;Neuroblastoma;Retrospective Studies;Rhabdomyosarcoma"
3256507,The private eye.,"Eye Diseases;Hallucinations;Humans;Hysteria;Mythology;Optical Illusions;Self Mutilation;Sexual Behavior;Vision, Ocular"
3259689,B prolymphocytic leukemia cell lines: phenotype and response to B cell differentiation factor.,"Antigens, Differentiation, B-Lymphocyte;B-Lymphocytes;Cell Differentiation;Cell Line;HLA Antigens;Humans;Immunoglobulins;Interleukin-4;Interleukins;Leukemia, Lymphoid;Phenotype;Tumor Cells, Cultured"
3293274,Failure of intravenously infused spleen cells bearing a minor histoincompatibility to delay rejection of skin grafts bearing additional antigens.,"Animals;Female;Graft Rejection;H-2 Antigens;H-Y Antigen;Histocompatibility Antigens Class II;Immunosuppression Therapy;Isoantigens;Male;Mice;Mice, Inbred Strains;Minor Histocompatibility Loci;Skin Transplantation;Spleen"
3287110,The pathophysiology of shock.,"Hemodynamics;Humans;Shock;Shock, Cardiogenic;Shock, Septic"
3286952,Standardized care plans: legal implications.,Emergencies;Humans;Jurisprudence;Patient Care Planning;United States
3288097,Enzymes required for yeast prohormone processing.,Peptide Biosynthesis;Protein Precursors;Saccharomyces cerevisiae
3290118,Anesthesia in the geriatric patient. Indications for invasive monitoring.,"Aged;Anesthesia;Geriatrics;Humans;Monitoring, Physiologic"
3316205,The D-glucose transporter is tissue-specific. Skeletal muscle and adipose tissue have a unique form of glucose transporter.,Adipose Tissue;Animals;Antibodies;Cross Reactions;Cytochalasin B;Humans;Immunosorbent Techniques;Monosaccharide Transport Proteins;Muscles;Rats;Substrate Specificity
3319083,Dairy Comp 305 program.,Animals;Cattle;Computers;Dairying;Minicomputers;Software
3318722,[Non-functioning corticoadrenal carcinoma: contribution of a case and review of the literature].,Adrenal Cortex Neoplasms;Adult;Carcinoma;Combined Modality Therapy;Humans;Male
3323819,Unidirectional digestion with exonuclease III in DNA sequence analysis.,"Base Sequence;Cloning, Molecular;DNA;Escherichia coli;Exodeoxyribonucleases;Indicators and Reagents"
3321208,Cellular immunity in the joints of patients with rheumatoid arthritis and other forms of chronic synovitis.,"Arthritis, Rheumatoid;Dendritic Cells;HLA-DR Antigens;Humans;Immunity, Cellular;Joints;Lymphokines;Synovial Fluid"
3352632,Induction of mutations in males of the fish Oryzias latipes at a specific locus after gamma-irradiation.,Animals;Cyprinodontiformes;Gamma Rays;Male;Mutation;Oryzias;Phenotype;Skin Pigmentation;Spermatogenesis
3352126,"Leads from the MMWR. Autopsy frequency--United States, 1980-1985.","Autopsy;Cause of Death;Coroners and Medical Examiners;Death Certificates;Humans;National Center for Health Statistics, U.S.;United States"
3344963,Risks of infection from water bath blood warmers.,Blood Transfusion;Equipment Contamination;Hot Temperature;Humans
3353934,[Pulmonary aluminosis in an aluminum worker].,Aged;Aluminum;Humans;Lung;Male;Pneumoconiosis;Radiography
3345700,[Diagnosis of sarcoidosis].,"Diagnosis, Differential;Humans;Osteitis;Sarcoidosis;Syndrome"
3384098,Isolation and partial characterization of prothymosin alpha from porcine tissues.,"Amino Acid Sequence;Animals;Chromatography, Gel;Chromatography, High Pressure Liquid;Humans;Isoelectric Focusing;Kidney;Lung;Male;Molecular Sequence Data;Organ Specificity;Peptide Fragments;Protein Precursors;Rats;Species Specificity;Spleen;Swine;Thymosin;Thymus Gland;Trypsin"
3377836,Dark and photochemical interactions between monofunctional furocoumarins and DNA.,DNA;DNA Damage;Darkness;Furocoumarins;Photochemistry
3379696,Results of carbon dioxide laser therapy and topical 5-fluorouracil treatment for subclinical condyloma found by magnified penile surface scanning.,"Administration, Topical;Combined Modality Therapy;Condylomata Acuminata;Fluorouracil;Humans;Laser Therapy;Male;Neoplasm Recurrence, Local;Penile Neoplasms"
3376584,[Fractures of the facial skull in multiple injuries in childhood].,Child;Facial Bones;Female;Humans;Male;Mandibular Condyle;Mandibular Fractures;Multiple Trauma;Prognosis;Skull Fractures;Zygomatic Fractures
3383594,Impalement injury: case study and management guidelines.,"Accidents, Traffic;Adolescent;Emergencies;Femoral Fractures;Humans;Leg Injuries;Male;Patient Care Planning;Thigh;Wounds, Penetrating"
3411150,Cryptosporidiosis and sinusitis in an immunodeficient adolescent.,Adolescent;Agammaglobulinemia;Cryptosporidiosis;Humans;Immune Tolerance;Male;Sinusitis
3407359,[Value of the preventive use of antibiotics following vaginal obstetric operations].,Chloramphenicol;Endometritis;Female;Humans;Obstetric Labor Complications;Pregnancy;Premedication;Puerperal Infection;Sulfamerazine;Surgical Wound Infection
3413310,Using the biological two-stage model to assess risk from short-term exposures.,"Age Factors;Carcinogens;Cocarcinogenesis;Humans;Models, Biological;Models, Theoretical;Neoplasms;Risk Factors;Time Factors"
3407906,Removal of contaminating nucleoside diphosphates from commercial preparations of uridine diphosphoglucose.,"Chromatography, High Pressure Liquid;Drug Contamination;Nucleoside Diphosphate Sugars;Uridine Diphosphate Glucose;Uridine Diphosphate Sugars"
3413479,Drug wars: legalization gets a hearing.,"Cannabis;Cocaine;Drug and Narcotic Control;Humans;Legislation, Drug;Substance-Related Disorders;United States"
3436624,Computer network operation: applicability of the vigilance paradigm to key tasks.,"Attention;Computer Communication Networks;Computer Systems;Computers;Computers, Mainframe;Humans;Visual Perception"
3440534,[Rare general side-effects after timolol eyedrops in glaucoma].,"Depression;Erectile Dysfunction;Female;Glaucoma, Open-Angle;Humans;Libido;Male;Ophthalmic Solutions;Timolol"
3442777,Stereoselectivity in the formation of pentacarbonylglycosylmanganese complexes.,Carbohydrate Conformation;Glycosides;Indicators and Reagents;Manganese;Structure-Activity Relationship
3435409,[The relation between hemagglutination inhibition and neutralization tests for the detection of coronavirus antibodies in cow's milk].,"Animals;Antibodies, Viral;Cattle;Colostrum;Coronaviridae;Female;Hemagglutination Inhibition Tests;Milk;Neutralization Tests;Pregnancy;Vaccination;Viral Vaccines"
3434783,"9-Fluorenylmethoxycarbonylpyroglutamate, a side-product of derivatization of glutamate with 9-fluorenylmethyl chloroformate: a warning.","Amino Acids;Animals;Brain Chemistry;Chromatography, High Pressure Liquid;Fluorenes;Glutamates;Mass Spectrometry;Pyrrolidinones;Pyrrolidonecarboxylic Acid;Rats"
3465554,"Effects of platelet activating factor on tracheal mucus secretion, on airway mechanics and on circulating blood cells in live ferrets.",Animals;Blood Cell Count;Blood Cells;Bronchi;Female;Ferrets;In Vitro Techniques;Male;Mucus;Platelet Activating Factor;Trachea
