The correlations between aging and drug effects (author's transl).,Cysteamine,Typhaceae
Interest of isoproterenol in the treatment of hemorrhagic shock in dogs.,Body Temperature,"Parenteral Nutrition, Home Total"
Experimental study on the H1 and H2 histamine receptors.,Histamine H1 Antagonists,Fecal Incontinence
Benzodiazepines and central inhibitory mechanisms.,Diazepam,"Analgesics, Short-Acting"
Effect of hyperoxia and hypokinesia on the formation and excretion of gaseous metabolic products in rats.,Aldehydes,Forensic Genetics
Pulmonary edemas due to acute heroin poisoning.,Heroin,Vulvectomy
Natural history of lactic acidosis after grand-mal seizures. A model for the study of an anion-gap acidosis not associated with hyperkalemia.,Anions,Forecasting
Efficacy of doxycycline in acute infections of the lower respiratory tract.,Asthma,Euchromatin
Heart rate and rhythm and intracranial pressure.,Blood Pressure,Magnetic Resonance Angiography
Attitude change during behavioural treatment of sexual inadequacy.,Counseling,"Trigeminal Nucleus, Spinal"
The reaction between thiols and 8-azidoadenosine derivatives.,Adenosine,Photothermal Therapy
The development of lysosomal apparatus. I. Lysosomal enzyme activities in the liver of mice at perinatal stages and those of their mothers.,Acid Phosphatase,Immunoglobulin delta-Chains
The cryofibrinogenemia test in endemic nephropathy.,Fibrinogen,"Crossing Over, Genetic"
Aggravation of the course of coronary insufficiency with rapid withdrawal of beta-adrenoblockaders.,Coronary Disease,Angiotensin II Type 2 Receptor Blockers
Dynamics of changes in serum calcium fractions in hypercortisol states.,Dexamethasone,Aromatic Amino Acid Decarboxylase Inhibitors
The effect of Ca2+ on the metarhodopsin I-II transition. I. Experiments.,Hydrogen-Ion Concentration,Autoimmunity
A survey study of the use of electropupillogram in predicting response to psychostimulants.,Caffeine,Tenon Capsule
"Repression of the tyrosine, lysine, and methionine biosynthetic pathways in a hisT mutant of Salmonella typhimurium.",Aspartate Kinase,Platinum
Proceedings: The influence of some polyoxyethylene-polyoxypropylene polymers on the in vitro availability of salicylic acid.,Biological Availability,Inflammation
Lysosomal phospholipase A activities of rat ovarian tissue.,Edetic Acid,Breakthrough Pain
Control of breathing in disease.,Chronic Disease,Endotoxemia
Mechanisms of acute pulmonary dysfunction induced by fibrinogen degradation product D.,"Alkalosis, Respiratory",Zona Pellucida
Gastric acid secretion inhibitors. II. Carbamates of aliphatic and aromatic alcohols and phenols.,Alcohols,"Hepatitis, Animal"
"The role of microsomal cytochrome b5 in the metabolism of ethanol, drugs and the desaturation of fatty acids.",Biotransformation,S-Adenosylhomocysteine
"Properties of glutathione release observed during reduction of organic hydroperoxide, demethylation of aminopyrine and oxidation of some substances in perfused rat liver, and their implications for the physiological function of catalase.",Aminopyrine,B7 Antigens
Synaptic depression at a synapse in Aplysia californica: analysis in terms of a material flow model of neurotransmitter.,Membrane Potentials,Arnica
Food technology and the law.,"Legislation, Drug",Bone Lengthening
Mechanism for the release of neurotransmitters (author's transl).,Action Potentials,Behavioral Symptoms
Medical management of the patient with angina.,Physical Exertion,Phantom Limb
Pasteurella multocida bacteriophage adsorption.,Bacteriophages,Mitochondrial Membrane Transport Proteins
Medical check-ups and selection of subjects: some results from a gerontological field-study (author's transl).,"Interview, Psychological",Sensory System Agents
Isoenzyme differentiation of gamma-glutamyltransferase by concanavalin A and Con- A-Sepharose (author's transl).,"Chromatography, Affinity",Calcium Ionophores
A study of thigh muscle weakness in different pathological states of the lower extremity.,Leg Injuries,Pain Measurement
Isohydric regulation of plasma potassium by bicarbonate in the rat.,Acid-Base Equilibrium,MicroRNAs
Oxygen transport and hemodynamics of stroma-free hemoglobin solutions.,Blood Pressure,"Receptors, Purinergic P2Y"
Partial reactions of aminoacyl-tRNA synthetases as functions of pH.,Escherichia coli,5-alpha-Dihydroprogesterone
In vitro effect of some naturally secreted hormones on tyrosine hydroxylase activity of beef adrenal medulla.,Adrenal Medulla,Nitrogen Fixation
Gastric volume and pH in out-patients.,Gastric Juice,Bone Retroversion
Autolysis of high-GC isolates of Pseudomonas putrefaciens.,Cell Survival,"Receptors, Serotonin, 5-HT1"
Erythrocyte membrane potentials determined by hydrogen ion distribution.,Erythrocyte Membrane,Defibrillators
Organic solvents and temperature effects on desorption from immunoadsorbents. DNP-BSA anti-DNP as a model.,Immunosorbents,Mupirocin
Collateral effects of antiparkinsonian agents used in psychiatry.,Atropine Derivatives,Prostaglandins D
Cardiorespiratory response to feeding in newborn infants.,Carbon Dioxide,Chenopodium ambrosioides
A comparison of pre- and postsynaptic alpha-adrenergic effects of phenylephrine and tramazoline on blood vessels of the rabbit in vivo.,1-Naphthylamine,Nipecotic Acids
Comparative solubility properties of rat and hamster zonae pellucidae.,Cricetinae,Membrane Potentials
Tardive dyskinesia.,Dopamine Antagonists,Prolactin
Editorials: More health care with less.,"Social Control, Formal",Virus Internalization
Effects of lithium on inducible enzymes of rat liver.,Adrenal Cortex Hormones,Gliocladium
Urinary pH of urolithiasis patients following treatment at the Truskavets health resort.,Hydrogen-Ion Concentration,Persuasive Communication
Male-specific suppression of local graft-versus-host reaction by Preimmunization of F1 hybrid female rats with male-specific (H-Y) antigens.,Bone Marrow Transplantation,APUD Cells
Identification of adenylate cyclase-coupled beta-adrenergic receptors with radiolabeled beta-adrenergic antagonists.,Adrenergic beta-Antagonists,Callicarpa
The impalpable testis: a rational approach to management.,Cryptorchidism,"Porphyria, Variegate"
Stimulation of NADH oxidation during NADPH dependent microsomal electron transport reactions.,NAD,Turner Syndrome
Evaluation by echocardiography of the valve of beta-blockers in angina pectoris and in the acute phase of myocardial infarction.,Heart Ventricles,Dihydroxyphenylalanine
Effects of L-phenylalanine on alkaline phosphatase activity and ion and water absorption in the eel intestine.,Alkaline Phosphatase,gp100 Melanoma Antigen
Purification and properties of the serotonin-stimulated adenylate deaminase from the mitochondrial fraction of rat liver.,Deamination,Umbellularia
Characterization of group B colicin-resistant mutants of Escherichia coli K-12: colicin resistance and the role of enterochelin.,Colicins,Cercospora
Oral mutilation.,Self Mutilation,Benzidines
An electrophoretic and pH comparison of the soluble trehalases of several insect species.,Houseflies,Scorpion Stings
Enhancement of NADPH-dependent lipid peroxidation activity by ethylene-diamineteraacetic acid (EDTA) in the presence of ferrous ion in rabbit liver microsomes.,Ferrous Compounds,Supermarkets
Amino acid transport in isolated neurons and glia.,"Biological Transport, Active",Orthopedic Equipment
Basal cell epithelioma in smallpox vaccination scar-fifty years later.,Vaccination,Sexual Development
Effects of various inhibitors of tyrosine hydroxylase and dopamine beta-hydroxylase on rat self-stimulation after reserpine treatment.,Disulfiram,Paleontology
The effects of some analgesic and neuroleptic drugs on the spasmogenic actions of substance P on guinea-pig ileum.,In Vitro Techniques,Dental Equipment
"Tissue metabolites of trifluorperazine, fluphenazine, prochlorperazine, and perphenazine. Kinetics in chronic treatment.",Dealkylation,Fetal Mortality
Post-proline cleaving enzyme. Purification of this endopeptidase by affinity chromatography.,Endopeptidases,Mortierella
Study of human and mouse amyloid fibrils in vitro.,Amino Acids,Radiculopathy
Some observations on the mechanism of benzodiazepine-barbiturate interactions in the mouse.,Body Temperature,Discoidins
Regional organ blood flow and hemodynamics of anesthetized dogs under the action of molsidomine.,Hydrogen-Ion Concentration,"Hospitals, District"
Controlled comparison of dihydroergotamine and etilofrin in orthostatic syndrome.,Etilefrine,Health Insurance Exchanges
Clinical compoenets of psychotic disorders: their relationship to treatment.,Psychotherapy,Mamastrovirus
Subcellular distribution and properties of guanylate cyclase in rat cerebellum.,Adenylyl Cyclases,Oceanospirillaceae
"Comparative study of the effects of mianserin, a tetracyclic antidepressant, and of imipramine on uptake and release of neurotransmitters in synaptosomes.",Brain,American Speech-Language-Hearing Association
"""Hybridization"" between aldolase subunits derived from mammalian and plant origin.",Fructose-Bisphosphate Aldolase,NADPH Oxidase 4
Glucose-isomerizing enzyme from Actinomyces olivocinereus and its immobilization on aminosilochrome.,"Enzymes, Immobilized","Oral Surgical Procedures, Preprosthetic"
Sea anemone toxin and scorpion toxin share a common receptor site associated with the action potential sodium ionophore.,Cell Line,"Chief Cells, Gastric"
Helix-coil stability constants for the naturally occurring amino acids in water. 11. Lysine parameters from random poly(hydroxybutylglutamine-co-L-lysine).,Hydrogen-Ion Concentration,Trypsin
"Indolizine derivativatives with biological activity III: 3-(3-Aminopropyl)-2-methylindolizine, 3-(3-Aminopropyl)-2-methyl-5,6,7,8-tetrahydroindolizine, and their N -alkyl derivatives.","Behavior, Animal",Achaete-Scute Complex Genome Region
"Histopathologic changes in surficial tissues of brook trout, Salvelinus fontinalis (Mitchill), exposed to acute and chronic levels of pH.",Fish Diseases,Otorhinolaryngologic Diseases
"Effect of colicin K on a membrane-associated, energy-linked function.",Adenosine Triphosphatases,Solitary Fibrous Tumors
Active groups of extracellular endo-D-galacturonanase of aspergillus niger derived from pH effect on kinetic data.,Kinetics,Uroporphyrinogen III Synthetase
Separation of pesticide residues from lipids prior to gas-liquid chromatographic analysis.,Adsorption,Camallanina
"Proceedings: The effects of some bis-quaternary ammonium compounds on choline acetyltransferase, cholinesterase and the cholinergic receptor.",Anura,Child Advocacy
Advances in transplantology. Bone marrow transplantation.,Bone Marrow Transplantation,Viverridae
Postoperative circulatory arrest (apropos of 37 cases).,Blood Volume,Castanospermum
Comparison of a new antihistamine HC 20-511 with cyproheptadine (Periactin) in chronic urticaria.,Clinical Trials as Topic,"Tablets, Enteric-Coated"
"Differential diagnosis between Peutz-Jeghers syndrome, juvenile polyposis and familial multiple adenomatosis. Apropos of 2 cases.",Intestinal Polyps,Telomerase
Clinical pharmacology of antihypertensive drugs in children.,Antihypertensive Agents,Disease
Cloning nitrogen fixing genes from Klebsiella pneumoniae in vitro and the isolation of NIF promoter mutants affecting glutamine synthetase regulation.,Genes,"Hemoglobins, Abnormal"
Protocol management of male genitourinary infections.,Allied Health Personnel,Monks
A model for development and implementation of cultural content in the nursing curriculum.,Ethnicity,Mutation Accumulation
The Göttinger minipig as a laboratory animal (author's transl).,Bicarbonates,Pyrantel
GVH-reactive lymphocytes are recruited by sensitized syngeneic initiator T-lymphocytes.,Immunization,Immunoglobulin lambda-Chains
B cell tolerance induced by polymeric antigens. II. Effects of tolerance on hapten-binding lymphocyte levels in primary and secondary antibody responses.,Antibody Formation,Thermoactinomyces
Demonstration of vaccinia virus antigen in brains of postvaccinal encephalitis cases.,"Antigens, Viral",Adenylosuccinate Synthase
"The effect of surgery, performed under ischemia, on the fine structure of the hand muscles.",Hand,Ammi
Polypsychopharmacy.,"Drug Therapy, Combination",Dihydrouracil Dehydrogenase (NAD+)
Immobilization of Aspergillus beta-glucosidase on chitosan.,Glucose,Dentition
Specificity of thyroid hormone synthesis. The role of thyroid peroxidase.,Iodide Peroxidase,"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt"
"Hydrolytic degradation of 2,6-dichlorobenzylthiopseudourea hydrochloride.",Drug Stability,Prefrontal Cortex
Homeostatic responses to increased oxygen affinity.,Homeostasis,Imidazoles
Specificity and inhibition of gamma-glutamyl transpeptidase in guinea pig intestines.,Serine,Tenuivirus
A discussion on technologies for rural health. Smallpox eradication.,Vaccination,Caspase Activation and Recruitment Domain
Professional secrecy - a solution is needed!.,Truth Disclosure,Indoleacetic Acids
Joint psychotherapeutic and pharmacotherapeutic treatment of psychogenic impotence.,Anti-Anxiety Agents,Peru
Neutral protease activity and erythropoietin production in the rat after cobalt administration.,Erythropoietin,"Restraint, Physical"
Childhood gonadoblastoma and seminoma in a dysgenetic cryptorchid gonad.,Sex Chromosomes,"Oncogene Proteins, Fusion"
Determination of bacitracin by differential pulse polarography.,Polarography,Ergotism
Carbon-13 nuclear magnetic resonance of heme carbonyls. Cytochrome c and carboxymethyl derivatives of cytochrome c.,Acetates,Syndrome
Role of adrenergic influences in digitalis-induced ventricular arrhythmia.,Blood Pressure,Enterobactin
Release of flavine adenine dinucleotide on adsorption of the enzyme glucose oxidase to clays.,Bentonite,Vermont
Comparative study on the blood pressure in relaxation and the basal blood pressure.,Blood Pressure Determination,Renal Replacement Therapy
Compared efficiency of mean corpuscular volume (MCV) and serum gamma-glutamyltransferase (gamma-GT) as screening tests for excess-ethanol drinkers (author's transl).,Blood Cell Count,Civilization
"Properties of glutathione release observed during reduction of organic hydroperoxide, demethylation of aminopyrine and oxidation of some substances in perfused rat liver, and their implications for the physiological function of catalase.",Catalase,Vitamin B 6 Deficiency
Adsorption as a possible limitation in solubility determination.,"Chemistry, Pharmaceutical",Diflubenzuron
Secondary amenorrhea after hormonal contraceptives.,Bromocriptine,Phenylthiazolylthiourea
Membrane-reversible H+-ATPase from Micrococcus lysodeikticus.,Cell Membrane,Cerebellar Cortex
Electrolytes and acid-base balance in the blood of workers exposed to the action of fluorine compounds.,Fluorides,Diamines
Clinical pharmacokinetics of lorazepam. IV. Long-term oral administration.,Age Factors,Plant Tubers
Dynamic aspects of blood gastrin after antral stimulation.,Atrophy,Metabolic Diseases
Serum enzyme levels in healthy old people.,Alanine Transaminase,Cross-Priming
"Solid dispersion approach for overcoming bioavailability problems due to polymorphism of nabilone, a cannabinoid derivative.",Capsules,Tuberculosis Vaccines
The use of behavioral checklists to assess physical examination skills.,Clinical Competence,Dystrophin-Associated Proteins
Beta receptor blockaders in the treatment of hypertension.,Adrenergic beta-Antagonists,Lingual Nerve Injuries
Benzodiazepines and central inhibitory mechanisms.,Anti-Anxiety Agents,Protein Inhibitors of Activated STAT
Activity of imidazole on the hydrolysis of cyclic AMP and cyclic GMP by bovine heart and rat liver cyclic nucleotide phosphodiesterases.,Cyclic GMP,HELLP Syndrome
"Examples of strategies. Health service for the ""Fête de l'Humanité"" (gathering of 600 to 900,000 persons).",Emergency Medical Services,Tubulin
Purification and properties of pigeon breast muscle alpha-keto acid dehydrogenase complexes.,Dihydrolipoamide Dehydrogenase,Bartter Syndrome
Properties of DNA ligase from uninfected and virus-infected HeLa cells.,HeLa Cells,"Tuberculosis, Renal"
Washington report.,Alcoholism,Dichlorvos
"Effect of starvation, nutriment replacement, and hypothyroidism on in vitro hepatic T4 to T3 conversion in the rat.",Amino Acids,Complement Inactivator Proteins
Involvement of cyclic GMP in the initial stage of hepatocytes proliferation.,DNA Replication,Tannins
Detection of pneumococci in respiratory secretions: clinical evaluation of gentamicin blood agar.,Gentamicins,Insulin Antagonists
Carboxylation of acetonyldethio-coenzyme A by acetyl coenzyme A carboxylase.,Coenzyme A,Tennis Elbow
Update on drug treatment of Parkinsonism.,Amantadine,Ecchymosis
Cerebral blood flow in birds: effect of hypoxia.,Blood,Nucleic Acid Denaturation
"Synthesis of N-hydroxyacetaminophen, a postulated toxic metabolite of acetaminophen, and its phenolic sulfate conjugate.",Drug Stability,3-Deazauridine
"Nitrosation in vitro and in vivo by sodium nitrite, and mutagenicity of nitrogenous pesticides.",Bone Marrow Cells,Cermet Cements
Degradation of 4-hydroxyphenylacetic acid by Trichosporon cutaneum.,Malates,Hirschsprung Disease
Brush border motility. Microvillar contraction in triton-treated brush borders isolated from intestinal epithelium.,Actins,Myxococcus xanthus
Role of plaque in the etiology of periodontal disease and caries.,Dental Plaque,Deubiquitinating Enzymes
Behavior of O-glycosyl and O-phosphoryl proteins in alkaline solution.,Calcium,Prescriptions
Cyclic guanosine monophosphate (cGMP): metabolism and its biological role.,Cyclic AMP,"Thyroiditis, Autoimmune"
"Spontaneous, reversible protein cross-linking in the human erythrocyte membrane. Temperature and pH dependence.",Chemical Phenomena,Indolizines
Spectrofluorometric determination of hydroflumethiazide in plasma and urine.,Hydrolysis,2-Pyridinylmethylsulfinylbenzimidazoles
Twin crossover relative potency analgesic assays in man. II. Morphine vs. 8-methoxycyclazocine.,"Analgesics, Opioid","Rats, Inbred ACI"
Potassium and intracellular pH.,Hydrogen-Ion Concentration,Airports
Effect of varying PCO2 on intracellular pH and lactate consumption in the isolated perfused rat liver.,Hydrogen-Ion Concentration,Urban Population
Use of sodium nitroprusside in cardiology.,Hemodynamics,Ecchymosis
Serum stimulation of phosphate uptake into 3T3 cells.,Adenosine Triphosphate,Indium
"Seminal quality, spermatozoal outpost, and testicular changes in growing Holstein bulls.",Semen,Abbreviations as Topic
Effects of altering monoamine metabolism on the adrenocortical response to hypoxia.,Dogs,Vestibulocochlear Nerve Diseases
Response to angiotensins I and II and to AI-converting-enzyme inhibitor in a shark.,Adrenergic alpha-Antagonists,"Vaccines, Conjugate"
The role of proline in nervous transmission.,Cerebellum,Mycobacterium smegmatis
Inhibition of cholesterol biosynthesis and acetyl-coenzyme A synthetase by bovine milk and orotic acid.,Acetate-CoA Ligase,Progestins
Sedimentation rate of erythrocytes as an indicator for phase transitions in the membrane.,Erythrocyte Membrane,Biuret
Takayasu's arteritis with coronary arterial occlusion and preinfarction angina.,Angina Pectoris,"Calcium Channels, Q-Type"
The activator of cerebroside sulphatase. Lysosomal localization.,Iron,Orthokeratologic Procedures
Use of a membrane oxygenator in extracorporeal circulation in the child. Preliminary conclusions.,"Heart Defects, Congenital",Ink
Training on the spot Swiss development aid in Tanzania 1960--1976.,Developing Countries,Tetrapleura
The central uptake of beta-adrenoceptor antagonists proceedings.,Brain,"Sarcoma, Clear Cell"
Marrow transplantation in the treatment of acute leukemia.,Bone Marrow Transplantation,"Pneumonia, Aspiration"
"Respiratory failure: correlation between encephalopathy, blood gases and blood ammonia.",Brain,G-Protein-Coupled Receptor Kinase 1
Parasympathetic cholinergic control of cerebral blood flow in dogs.,Blood Pressure,Library Services
Proceedings: Variations in quantitative ristocetin platelet aggregation (RPA) with time after platelet rich plasma (PRP) preparation: association with alteration in pH.,Blood,Narcissus
Quantitation of bile acids and bile salts by a thin-layer chromatographic charring method.,"Chromatography, Thin Layer",Bacillus
Shattuck lecture--strengths and weaknesses of the committee approach. An analysis of past and present recommended dietary allowances for protein in health and disease (second of two parts).,Nitrogen,Dasatinib
The diagnosis of undescended testes.,Movement,Sinapis
"The effect of carbuterol (SK & F 40383 a), a new selective beta-stimulant agent, on rat salivary glands.",Rats,Phenoxypropanolamines
Hydrolysis kinetics of the monophosphate ester triclofos sodium.,Hypnotics and Sedatives,"Conjunctivitis, Viral"
Guidelines for antipsychotic drug use.,Antipsychotic Agents,Phycomyces
Proceedings: Evaluation of various forms of proximal gastrectomy based on pH curves and pressures.,Dogs,"Epilepsy, Reflex"
Study of the penicillin amidase from E. coli. An ultrasonic method of studying the ph- and temperature-conformational transitions in the active center of the enzyme.,Hydrogen-Ion Concentration,G Protein-Coupled Inwardly-Rectifying Potassium Channels
Hypothalamic mechanisms transforming nervous information into humoral information.,Neurosecretory Systems,Subacute Combined Degeneration
Study of a diphasic method of fermenting the afterfermentation molasses spent wash by methane-forming bacteria.,Hydrogen-Ion Concentration,Ticrynafen
The gastrointestinal absorption of methadone in the rat.,Gastric Mucosa,Pyrin Domain
Purification and specificity of prolyl dipeptidase from bovine kidney.,Kinetics,Lecythidaceae
O-Demethylation of p-nitroanisole by Escherichia coli. Stimulation by phenobarbital.,Oxidoreductases,Arterial Occlusive Diseases
Hemodynamic effects of dopamine in critically ill septic patients.,Blood Pressure,Qualitative Research
Effect of a shift of the oxygen dissociation curve on myocardial oxygenation at hypoxia.,Hypoxia,Pilomatrixoma
Diurnal variations in inducibility of rat liver tyrosine aminotransferase activity.,Fasting,Neurulation
Foreign activities of the Czech Medical Society.,Congresses as Topic,Respiratory Therapy
Different allotypic susceptibility of mice to Rickett-sia tsutsugamushi.,Orientia tsutsugamushi,Intracellular Calcium-Sensing Proteins
Physiology of prolactin secretion. Analytic methods.,Circadian Rhythm,"Posterior Capsular Rupture, Ocular"
Isolation and properties of gamma-glutamyltranspeptidase from Morris hepatoma 5123D.,Glutathione,"Technology, Dental"
Fusion of undescended testis of adenomatous structure with accessory spleens.,Cryptorchidism,Blood Physiological Phenomena
Estimation of plasma lorazepam by gas-liquid chromatography and a benzene extraction.,Lorazepam,Military Family
Contraceptive efficacy of two different metals using a modified seven vector.,Pregnancy,Vegetables
Kinetic study of the pH-dependence of maximal rate of Ca-ATP hydrolysis by myosin.,Adenosine Triphosphatases,Crithidia fasciculata
Pharmacological studies on the pulmonary vein of the horse. I. Effects of selected spasmogens.,Carbachol,Tricuspid Valve Prolapse
Epidemiology of tardive dyskinesia Part I.,Quebec,"Scleroderma, Limited"
Resistance of Culicidae to synthetic insecticides.,Aedes,Lespedeza
The comparive effects of some adrenergic beta blockers on three types of experimental hypertension in the dog.,Adrenergic beta-Antagonists,"Receptors, CCR3"
Epidemiological study of the configuration of risk factors of gastroduodenal ulcer in railroad transport personnel.,Risk,Codon
Hygienic characterisics of the working conditions and the pneumoconiosis morbidity of workers engaged in the production of ballast for railroads.,Environmental Exposure,Portraits as Topic
NADPH/NADP+ ratios in photosynthesizing reconstituted chloroplasts.,Light,Lipids
Behavior of O-glycosyl and O-phosphoryl proteins in alkaline solution.,Chemical Phenomena,Tinea
Purification and properties of transketolase from Candida utilis.,Transketolase,"Receptors, Purinergic P2X4"
The use of antihypertensive drugs in hypertension in pregnancy.,Adrenergic beta-Antagonists,Pyrophosphatases
Phenylethanolamine: a new putative neurotransmitter in Aplysia.,Ganglia,"Glomerulonephritis, Membranoproliferative"
Outpatient psychiatric medications and glaucoma.,Antipsychotic Agents,Perceptual Disorders
Bacteriological evaluation of clindamycin-2-phosphate (author's transl).,Staphylococcal Infections,Didelphis
Solubilization and purification of a 3alpha-hydroxysteroid dehydrogenase in rat liver microsomes (author's transl).,"Microsomes, Liver",Legg-Calve-Perthes Disease
"The significance of beta1-beta2-selectivity and intrinsic sympathomimetic activity in beta-blockers, with particular reference to antihypertensive treatment.",Hypertension,Duodenum
"Transmissible virus dementia. II. Neurohistology of three, geographically clustered cases of Creutzfeldt-Jakob disease.",Corpus Striatum,Bifidobacterium longum subspecies infantis
Structure-activity relationships of some selected beta-adrenergic blocking agents--oxidation with N-bromosuccinimide.,Adrenergic beta-Antagonists,Saccharomyces boulardii
Glutamine and glutamic acid uptake by rat renal brushborder membrane vesicles.,Glutamates,Hyperlysinemias
Pathogenesis of otitis media.,Bacterial Infections,Clostridium sticklandii
"The sympathico-adrenomedullary system and non-shivering thermogenesis in Perodicticus potto (Prosimii, Lorisidae, Lorisinae).","Adipose Tissue, Brown",Parotid Region
New developments in our knowledge of the chemistry of renin.,Angiotensinogen,Meconium Aspiration Syndrome
"Assay errors of cyclic 3', 5'-nucleotide phosphodiesterase activity based on the recovery of adenosine alone using an anionic-exchange resin column.",Anion Exchange Resins,"Anesthetics, Inhalation"
Effect of pharmacological agents on the development of experimental brain edema.,Iodoacetates,Military Psychiatry
The action of cathepsin B and collagenolytic cathepsin in the degradation of collagen.,Hydrogen-Ion Concentration,"DNA, Chloroplast"
Action of hydrocortisone on the activity of cerebral tyosine transaminase and on cerebral levels of noradrenaline and dopamine. Physiopathologic deductions.,Tyrosine Transaminase,Mosaic Viruses
"Report on the 8th Annual Convention of the Deutsche Gesellschaft zum Studium der Fertilität und Sterilität Berlin, June 13-15, 1975.",Berlin,Viologens
Importance of the components of the woman's milk for infants in the neonatal period.,Birth Weight,Wasp Venoms
Hypersensitivity reaction to sulfasalazine--two reports of the same patient.,Chemical and Drug Induced Liver Injury,"Legislation, Veterinary"
Effects of lorazepam on hyperactivity in ratarded children.,Double-Blind Method,Mites
"Action mechanism of dibenamine on the tonus and inhibition of drug-induced contraction of the isolated guinea pig ileum, with special reference to its relationship to Ca.",Acetylcholine,Extreme Environments
Effect of the phosphorus concentration on novobiocin formation by the producer Act. spheroides.,Carbohydrate Metabolism,"Vaccines, Contraceptive"
Psychometric assessment of the therapeutic efficiency of antidepressant agents.,Dibenzocycloheptenes,Catenins
Vertical gaze palsy in barbiturate intoxication.,Eye Movements,Autophagic Cell Death
"Synthesis and properties of 8-azido-1, N6-etheno adenosine triphosphate--a fluorescent and photosensitive ATP analog.",Photolysis,Cardiopulmonary Resuscitation
The role of analgesics in respiratory depression: a rabbit model.,"Animals, Newborn",Aconitic Acid
Transfer electron and hydrogen atom in model and enzymatic reactions of NAD and NADP.,Copper,Facial Hemiatrophy
Pituitary responsiveness to LH-RH in intact and ovariectomized androgen-sterilized rats.,Castration,MAP Kinase Kinase 4
Personality and job satisfaction of medical technologists.,"Education, Continuing",Multiplex Polymerase Chain Reaction
Receptors controlling sodium ion translocation in biological membranes.,Aldosterone,Mass Casualty Incidents
Role of cyclic GMP in visnal process-activation of cyclic GMP phosphodiesterase by light and ATP (author's transl).,Cyclic AMP,Tolvaptan
Studies on the glucuronidation of 7-hydroxychlorpromazine in vitro.,Chlorpromazine,Ephrins
The use of a kymograph in a comparative trial of flunitrazepam and meprobamate in elderly patients.,Anti-Anxiety Agents,Food Parasitology
Important physiological considerations in artificial respiration and reanimation of newborn infants.,Pressure,"Carcinoma, Small Cell"
The drying of porous granular solids proceedings.,Powders,Dichlorphenamide
"The effects of amiodarone, an alpha and beta receptor antiagonist, on adrenergic transmission in the cat spleen.",In Vitro Techniques,Benzophenoneidum
Studies on the kinetic effects of adenosine-3':5'-monophosphate-dependent phosphorylation of purified pig-liver pyruvate kinase type L.,Adenosine Triphosphate,Weibel-Palade Bodies
Chemistry of the ansamycin antibiotics.,Chemical Phenomena,Pramipexole
General anaesthetics and bacterial luminescence. II. The effect of diethyl ether on the in vitro light emission of Vibrio fischeri.,Ether,Amygdala
Meiosis in a temperature-sensitive DNA-synthesis mutant and in an apomictic yeast strain (Saccharomyces cerevisiae).,Chromosomes,Janus Kinase 1
Bacteriological examination of sputum (author's transl).,Mycobacterium tuberculosis,Internet-Based Intervention
Direct myocardial depressant effects of several beta-adrenergic blocking agents in the unanesthetized atherosclerotic rabbit.,Arteriosclerosis,Xanthurenates
alpha-Adrenergic-mediated accumulation of adenosine 3':5' monophosphate in calcium-depleted hepatocytes.,Calcium,"Cell Migration Assays, Leukocyte"
The effect of potassium antimonyl tartrate on the gamma-aminobutyric acid and acetylcholine contents in the cerebral hemispheres of normal and Schistosoma mansoni infected mice.,Aminobutyrates,Ribulose-Bisphosphate Carboxylase
Anesthesia in reoperations in abdominal surgery.,"Anesthesia, General",Cationic Amino Acid Transporter 1
"The influence of vitamin a, gentamicin and anoxaemia on urinary enzyme excretion (author's transl).",Gentamicins,Cystine Depleting Agents
Extracellular dextran hydrolase from Streptococcus mutans strain 6715.,Dextrans,Integrin alpha1
Pregnant rats and antral gastrin content.,Gastric Mucosa,Data Management
Decreased glucocorticoid induction of brain glycerol phosphate dehydrogenase following transplacental carcinogenesis with ethylnitrosourea.,Ethylnitrosourea,Practice Management
pH-temperature dependence of organic acid transport in rat kidney slices.,Hydrogen-Ion Concentration,Duboisia
Importance of O-methylation in dopamine-induced motor and behavioral phenomena.,Drug Combinations,Multiple Carboxylase Deficiency
Nitrogen-15 nuclear magnetic resonance of aliphatic tripeptides.,Nitrogen Isotopes,Prednimustine
Allantoin transport in Saccharomyces cerevisiae.,Arsenates,Central Tolerance
Biochemical aspects of Huntington's disease.,Dopamine,Mefenamic Acid
Diminished spectrin extraction from ATP-depleted human erythrocytes. Evidence relating spectrin to changes in erythrocyte shape and deformability.,"Electrophoresis, Polyacrylamide Gel",Testosterone Congeners
Studies on malaria and responses of Anopheles balabacensis balabacensis and Anopheles minimus to DDT residual spraying in Thailand.,Feeding Behavior,Alcohol-Related Disorders
Some properties of the ascorbate free radical.,Chemistry,Pregnane X Receptor
Kinetics of constitutive synthesis of polymethylgalacturonases by Penicillium digitatum as a function of the carbon source and pH.,Hydrogen-Ion Concentration,Pharmaceutic Aids
Biology and aging.,Immunity,Herbicide Resistance
Biochemistry of the basal ganglia.,Cerebral Cortex,Carrageenan
Conditions of spontaneous gelatinization of sarcoplasmic proteins.,Hydrogen-Ion Concentration,Ketolides
Gastric mucosal defense mechanisms: effects of salicylate and histamine.,Hydrogen,State Dentistry
